shelter_name,shelter_address,date,total_attendance,capacity,program_type
Seaton House,"339 George St, Toronto, ON",2022-01-23,113,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-24,95,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-25,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-26,89,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-27,92,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-28,98,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-29,82,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-30,94,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-01-31,82,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-01,107,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-02,87,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-03,97,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-04,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-05,116,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-06,133,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-07,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-08,99,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-09,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-10,76,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-11,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-12,86,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-13,80,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-14,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-15,98,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-16,95,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-17,75,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-18,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-19,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-20,115,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-21,131,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-22,104,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-23,89,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-24,95,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-25,117,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-26,91,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-27,83,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-02-28,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-01,68,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-02,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-03,91,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-04,93,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-05,134,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-06,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-07,109,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-08,135,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-09,68,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-10,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-11,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-12,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-13,72,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-14,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-15,81,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-16,115,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-17,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-18,77,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-19,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-20,105,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-21,99,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-22,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-23,73,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-24,70,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-25,120,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-26,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-27,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-28,122,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-29,104,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-30,75,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-03-31,99,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-01,134,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-02,127,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-03,84,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-04,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-05,107,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-06,125,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-07,77,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-08,68,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-09,101,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-10,135,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-11,117,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-12,104,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-13,102,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-14,74,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-15,80,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-16,79,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-17,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-18,93,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-19,116,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-20,96,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-21,93,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-22,107,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-23,82,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-24,74,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-25,117,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-26,81,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-27,89,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-28,111,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-29,123,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-04-30,91,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-01,84,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-02,94,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-03,135,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-04,136,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-05,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-06,77,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-07,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-08,118,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-09,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-10,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-11,109,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-12,81,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-13,87,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-14,73,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-15,102,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-16,84,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-17,131,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-18,92,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-19,98,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-20,101,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-21,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-22,131,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-23,101,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-24,84,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-25,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-26,100,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-27,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-28,115,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-29,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-30,111,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-05-31,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-01,85,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-02,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-03,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-04,128,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-05,86,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-06,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-07,86,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-08,70,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-09,78,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-10,133,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-11,96,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-12,128,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-13,116,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-14,116,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-15,124,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-16,97,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-17,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-18,101,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-19,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-20,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-21,127,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-22,128,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-23,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-24,136,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-25,74,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-26,129,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-27,104,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-28,125,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-29,83,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-06-30,101,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-01,78,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-02,108,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-03,75,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-04,77,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-05,68,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-06,105,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-07,70,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-08,107,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-09,112,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-10,91,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-11,125,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-12,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-13,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-14,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-15,134,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-16,97,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-17,97,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-18,133,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-19,124,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-20,113,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-21,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-22,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-23,109,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-24,69,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-25,128,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-26,70,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-27,113,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-28,87,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-29,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-30,88,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-07-31,102,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-01,132,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-02,97,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-03,135,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-04,100,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-05,128,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-06,109,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-07,69,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-08,104,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-09,76,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-10,84,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-11,132,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-12,78,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-13,76,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-14,86,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-15,117,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-16,90,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-17,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-18,71,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-19,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-20,85,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-21,107,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-22,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-23,86,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-24,109,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-25,82,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-26,83,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-27,132,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-28,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-29,110,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-30,74,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-08-31,80,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-01,121,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-02,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-03,127,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-04,91,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-05,132,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-06,134,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-07,113,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-08,115,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-09,96,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-10,134,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-11,100,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-12,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-13,76,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-14,105,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-15,105,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-16,122,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-17,120,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-18,103,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-19,81,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-20,135,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-21,114,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-22,95,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-23,98,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-24,115,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-25,120,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-26,133,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-27,124,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-28,131,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-29,126,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-09-30,119,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-01,131,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-02,117,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-03,87,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-04,112,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-05,80,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-06,106,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-07,92,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-08,132,136,Homeless
Seaton House,"339 George St, Toronto, ON",2022-10-09,90,136,Homeless
